Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w,Calculated atomic coordinates u',Calculated atomic coordinates v',Calculated atomic coordinates w'
7,4,0.603599,0.886404,0.303591,0.606144,0.894192,0.303614
7,4,0.83771,0.854526,0.292839,0.841336,0.857841,0.292913
7,4,0.80575,0.876252,0.325097,0.809082,0.880221,0.325134
7,4,0.857667,0.833964,0.351978,0.86085,0.835772,0.352034
7,4,0.830276,0.860581,0.384236,0.834049,0.863345,0.384271
7,4,0.476297,0.142333,0.018645,0.476455,0.140163,0.018481
7,4,0.212361,0.115437,0.007892,0.207724,0.111372,0.007911
7,4,0.25243,0.104109,0.04015,0.248976,0.099966,0.040082
7,4,0.185713,0.12855,0.067032,0.181316,0.124853,0.067039
7,4,0.221913,0.111938,0.09929,0.216888,0.105382,0.0992
7,4,0.100679,0.279932,0.088537,0.095745,0.278758,0.088555
7,4,0.107493,0.236939,0.120796,0.102695,0.23415,0.120716
7,4,0.100343,0.314856,0.147677,0.096424,0.313826,0.147649
7,4,0.101702,0.268776,0.179935,0.097862,0.267285,0.179898
7,4,0.181663,0.550607,0.169183,0.177837,0.552123,0.16929
7,4,0.151934,0.496692,0.201441,0.147541,0.497664,0.201455
7,4,0.207802,0.590491,0.228322,0.204499,0.593225,0.228369
7,4,0.173663,0.537176,0.26058,0.170202,0.539116,0.260606
7,4,0.416239,0.796864,0.249828,0.415327,0.803727,0.249844
7,4,0.364311,0.75804,0.282086,0.363053,0.764232,0.282116
7,4,0.456241,0.822465,0.308968,0.456713,0.828854,0.309067
7,4,0.403076,0.787639,0.341226,0.402058,0.791578,0.341282
7,4,0.691229,0.899889,0.330473,0.694673,0.905769,0.330546
7,4,0.642156,0.894889,0.362731,0.644288,0.899344,0.362798
7,4,0.725793,0.898856,0.389613,0.728786,0.902066,0.389689
7,4,0.679254,0.899321,0.421871,0.681725,0.902235,0.421924
7,4,0.873954,0.809975,0.411118,0.87919,0.812426,0.411189
7,4,0.851413,0.84121,0.443376,0.857439,0.845449,0.443378
7,4,0.886404,0.782805,0.470258,0.893278,0.786055,0.470293
7,4,0.868944,0.818337,0.502516,0.874777,0.82166,0.502498
7,4,0.622903,0.231784,0.024021,0.624578,0.229286,0.023945
7,4,0.673063,0.274207,0.056279,0.675944,0.270774,0.056231
7,4,0.383411,0.110322,0.045527,0.381354,0.105354,0.045369
7,4,0.436021,0.126046,0.077785,0.434625,0.119782,0.077575
7,4,0.345297,0.10318,0.104666,0.341667,0.095452,0.104509
7,4,0.396401,0.113596,0.136925,0.392838,0.10464,0.136799
7,4,0.16229,0.145474,0.126172,0.157969,0.141816,0.126135
7,4,0.19425,0.123748,0.15843,0.19039,0.119398,0.158363
7,4,0.142333,0.166036,0.185312,0.139272,0.164158,0.185301
7,4,0.169724,0.139419,0.21757,0.166317,0.136796,0.217537
7,4,0.104109,0.351679,0.206817,0.098695,0.350955,0.206798
7,4,0.099999,0.302985,0.239075,0.094519,0.301661,0.239014
7,4,0.111938,0.390024,0.265957,0.107254,0.390162,0.265984
7,4,0.1024,0.339216,0.298215,0.097623,0.338485,0.298212
7,4,0.236939,0.629446,0.287462,0.2341,0.633462,0.287488
7,4,0.198742,0.577279,0.31972,0.193785,0.580071,0.319673
7,4,0.268776,0.667074,0.346602,0.265057,0.670902,0.346648
7,4,0.226911,0.616589,0.37886,0.222162,0.617635,0.378798
7,4,0.496692,0.844758,0.368107,0.49736,0.847596,0.368238
7,4,0.442837,0.814287,0.400365,0.441792,0.814596,0.400398
7,4,0.537176,0.863513,0.427247,0.537838,0.864112,0.427302
7,4,0.483184,0.83771,0.459505,0.482454,0.838493,0.459449
7,4,0.75804,0.89373,0.448753,0.763402,0.898913,0.44879
7,4,0.714512,0.899657,0.481011,0.718222,0.904119,0.480957
7,4,0.787639,0.884563,0.507892,0.792276,0.888628,0.507911
7,4,0.74757,0.895891,0.54015,0.751024,0.900034,0.540082
7,4,0.894889,0.752733,0.529398,0.900486,0.754252,0.529399
7,4,0.882689,0.792198,0.561656,0.886971,0.793917,0.561588
7,4,0.899321,0.720068,0.588537,0.904255,0.721242,0.588555
7,4,0.892507,0.763061,0.620796,0.897305,0.76585,0.620716
7,4,0.818337,0.449393,0.002516,0.82298,0.448346,0.002527
7,4,0.848066,0.503308,0.034774,0.852816,0.502765,0.034757
7,4,0.792198,0.409509,0.061656,0.795626,0.407549,0.061691
7,4,0.826337,0.462824,0.093914,0.829928,0.461514,0.09391
7,4,0.583761,0.203136,0.083161,0.584296,0.197202,0.083061
7,4,0.635689,0.24196,0.115419,0.636269,0.236478,0.115371
7,4,0.543759,0.177535,0.142301,0.542408,0.171021,0.142274
7,4,0.596924,0.212361,0.174559,0.596954,0.208135,0.174453
7,4,0.308771,0.100111,0.163806,0.304502,0.093291,0.163752
7,4,0.357844,0.105111,0.196064,0.355198,0.100069,0.196021
7,4,0.274207,0.101144,0.222946,0.2714,0.097973,0.222965
7,4,0.320746,0.100679,0.255204,0.318599,0.097939,0.255203
7,4,0.126046,0.190025,0.244451,0.121019,0.187725,0.244411
7,4,0.148587,0.15879,0.27671,0.14262,0.154549,0.276597
7,4,0.113596,0.217195,0.303591,0.106892,0.21363,0.303555
7,4,0.131056,0.181663,0.335849,0.124588,0.177183,0.335783
7,4,0.123748,0.429498,0.325097,0.118999,0.430522,0.325117
7,4,0.108881,0.377097,0.357355,0.101483,0.375482,0.35729
7,4,0.139419,0.469695,0.384236,0.132734,0.469539,0.384247
7,4,0.119375,0.416239,0.416494,0.112703,0.414878,0.416524
7,4,0.302985,0.702986,0.405742,0.299425,0.704829,0.405774
7,4,0.257883,0.654703,0.438,0.252416,0.656896,0.437973
7,4,0.339216,0.736816,0.464882,0.336069,0.740262,0.464848
7,4,0.29134,0.691229,0.49714,0.287048,0.694082,0.497066
7,4,0.577279,0.878537,0.486387,0.578434,0.880264,0.486298
7,4,0.523703,0.857667,0.518645,0.523545,0.859837,0.518481
7,4,0.616589,0.889678,0.545527,0.618646,0.894646,0.545369
7,4,0.563979,0.873954,0.577785,0.565375,0.880218,0.577575
7,4,0.814287,0.87145,0.567032,0.818684,0.875147,0.567039
7,4,0.778087,0.888062,0.59929,0.783113,0.894618,0.5992
7,4,0.83771,0.854526,0.626172,0.842031,0.858184,0.626135
7,4,0.80575,0.876252,0.65843,0.80961,0.880601,0.658363
7,4,0.898298,0.731224,0.679935,0.902138,0.732715,0.679898
7,4,0.895891,0.648321,0.04015,0.901147,0.64927,0.040151
7,4,0.900001,0.697015,0.072408,0.905718,0.698836,0.072408
7,4,0.888062,0.609976,0.09929,0.89335,0.610551,0.099377
7,4,0.8976,0.660784,0.131548,0.902506,0.662152,0.131589
7,4,0.763061,0.370554,0.120796,0.765248,0.367149,0.120743
7,4,0.801258,0.422721,0.153054,0.805031,0.420418,0.15296
7,4,0.731224,0.332926,0.179935,0.733473,0.329035,0.179829
7,4,0.773089,0.383411,0.212193,0.775792,0.382108,0.212012
7,4,0.503308,0.155242,0.201441,0.502043,0.151386,0.20145
7,4,0.557163,0.185713,0.233699,0.557637,0.183789,0.233633
7,4,0.462824,0.136487,0.26058,0.462074,0.135084,0.260592
7,4,0.516816,0.16229,0.292839,0.517708,0.160876,0.292753
7,4,0.24196,0.10627,0.282086,0.236671,0.10112,0.282029
7,4,0.285488,0.100343,0.314344,0.281792,0.095865,0.314217
7,4,0.212361,0.115437,0.341226,0.207559,0.110781,0.341224
7,4,0.25243,0.104109,0.373484,0.249054,0.099857,0.373451
7,4,0.105111,0.247267,0.362731,0.098501,0.244268,0.362692
7,4,0.117311,0.207802,0.394989,0.111884,0.204742,0.394969
7,4,0.100679,0.279932,0.421871,0.094862,0.277558,0.421943
7,4,0.107493,0.236939,0.454129,0.102928,0.233727,0.454143
7,4,0.15879,0.510203,0.443376,0.151081,0.510684,0.443384
7,4,0.133775,0.456241,0.475634,0.127923,0.455655,0.475581
7,4,0.181663,0.550607,0.502516,0.17702,0.551654,0.502527
7,4,0.151934,0.496692,0.534774,0.147184,0.497235,0.534757
7,4,0.377097,0.768216,0.524021,0.375422,0.770714,0.523945
7,4,0.326937,0.725793,0.556279,0.324056,0.729226,0.556231
7,4,0.416239,0.796864,0.583161,0.415704,0.802798,0.583061
7,4,0.364311,0.75804,0.615419,0.363731,0.763522,0.615371
7,4,0.654703,0.89682,0.604666,0.658333,0.904548,0.604509
7,4,0.603599,0.886404,0.636925,0.607162,0.89536,0.636799
7,4,0.691229,0.899889,0.663806,0.695498,0.906709,0.663752
7,4,0.642156,0.894889,0.696064,0.644802,0.899931,0.696021
7,4,0.857667,0.833964,0.685312,0.860728,0.835842,0.685301
7,4,0.830276,0.860581,0.71757,0.833683,0.863204,0.717537
7,4,0.873954,0.809975,0.744451,0.878981,0.812275,0.744411
7,4,0.851413,0.84121,0.77671,0.857379,0.845451,0.776597
7,4,0.876252,0.570502,0.15843,0.880539,0.569974,0.15846
7,4,0.891119,0.622903,0.190688,0.897149,0.624358,0.190651
7,4,0.860581,0.530305,0.21757,0.864329,0.52981,0.217542
7,4,0.880625,0.583761,0.249828,0.884946,0.584341,0.249844
7,4,0.697015,0.297014,0.239075,0.699787,0.294215,0.238993
7,4,0.742117,0.345297,0.271333,0.746719,0.342315,0.27123
7,4,0.660784,0.263184,0.298215,0.664072,0.258666,0.298175
7,4,0.70866,0.308771,0.330473,0.713195,0.305021,0.330397
7,4,0.422721,0.121463,0.31972,0.421521,0.119621,0.319588
7,4,0.476297,0.142333,0.351978,0.476245,0.139977,0.351801
7,4,0.383411,0.110322,0.37886,0.381529,0.105573,0.378751
7,4,0.436021,0.126046,0.411118,0.434875,0.119809,0.410996
7,4,0.185713,0.12855,0.400365,0.181109,0.124364,0.400424
7,4,0.221913,0.111938,0.432623,0.217258,0.105331,0.432617
7,4,0.16229,0.145474,0.459505,0.158369,0.141419,0.459572
7,4,0.19425,0.123748,0.491763,0.191234,0.119583,0.49182
7,4,0.100343,0.314856,0.481011,0.09705,0.31394,0.480988
7,4,0.101702,0.268776,0.513269,0.098621,0.267587,0.513235
7,4,0.104109,0.351679,0.54015,0.098853,0.35073,0.540151
7,4,0.099999,0.302985,0.572408,0.094282,0.301164,0.572408
7,4,0.207802,0.590491,0.561656,0.204374,0.592451,0.561691
7,4,0.173663,0.537176,0.593914,0.170072,0.538486,0.59391
7,4,0.236939,0.629446,0.620796,0.234752,0.632852,0.620743
7,4,0.198742,0.577279,0.653054,0.194969,0.579582,0.65296
7,4,0.456241,0.822465,0.642301,0.457592,0.828979,0.642274
7,4,0.403076,0.787639,0.674559,0.403046,0.791865,0.674453
7,4,0.496692,0.844758,0.701441,0.497957,0.848614,0.70145
7,4,0.442837,0.814287,0.733699,0.442363,0.816211,0.733633
7,4,0.725793,0.898856,0.722946,0.7286,0.902028,0.722965
7,4,0.679254,0.899321,0.755204,0.681401,0.902061,0.755203
7,4,0.75804,0.89373,0.782086,0.763329,0.89888,0.782029
7,4,0.714512,0.899657,0.814344,0.718208,0.904135,0.814217
7,4,0.886404,0.782805,0.803591,0.893107,0.78637,0.803555
7,4,0.868944,0.818337,0.835849,0.875412,0.822817,0.835783
7,4,0.894889,0.752733,0.862731,0.901499,0.755732,0.862692
7,4,0.882689,0.792198,0.894989,0.888116,0.795258,0.894969
7,4,0.84121,0.489797,0.27671,0.846204,0.488656,0.276744
7,4,0.866225,0.543759,0.308968,0.870995,0.543765,0.30895
7,4,0.818337,0.449393,0.335849,0.822851,0.447843,0.335855
7,4,0.848066,0.503308,0.368107,0.852802,0.502491,0.3681
7,4,0.622903,0.231784,0.357355,0.624397,0.228744,0.357301
7,4,0.673063,0.274207,0.389613,0.67566,0.270243,0.389595
7,4,0.583761,0.203136,0.416494,0.584415,0.197034,0.41648
7,4,0.635689,0.24196,0.448753,0.636739,0.235928,0.448791
7,4,0.345297,0.10318,0.438,0.342134,0.095642,0.437951
7,4,0.396401,0.113596,0.470258,0.393579,0.104844,0.470248
7,4,0.308771,0.100111,0.49714,0.305517,0.093675,0.497215
7,4,0.357844,0.105111,0.529398,0.356341,0.100761,0.52948
7,4,0.142333,0.166036,0.518645,0.140265,0.164783,0.518683
7,4,0.169724,0.139419,0.550903,0.167018,0.137234,0.550895
7,4,0.126046,0.190025,0.577785,0.12106,0.187371,0.577785
7,4,0.148587,0.15879,0.610043,0.142514,0.154121,0.61001
7,4,0.111938,0.390024,0.59929,0.10665,0.389449,0.599377
7,4,0.1024,0.339216,0.631548,0.097494,0.337848,0.631589
7,4,0.123748,0.429498,0.65843,0.119461,0.430026,0.65846
7,4,0.108881,0.377097,0.690688,0.102851,0.375642,0.690651
7,4,0.268776,0.667074,0.679935,0.266527,0.670965,0.679829
7,4,0.226911,0.616589,0.712193,0.224208,0.617892,0.712012
7,4,0.302985,0.702986,0.739075,0.300212,0.705785,0.738993
7,4,0.257883,0.654703,0.771333,0.253281,0.657685,0.77123
7,4,0.537176,0.863513,0.76058,0.537926,0.864916,0.760592
7,4,0.483184,0.83771,0.792839,0.482292,0.839124,0.792753
7,4,0.577279,0.878537,0.81972,0.578479,0.880379,0.819588
7,4,0.523703,0.857667,0.851978,0.523755,0.860023,0.851801
7,4,0.787639,0.884563,0.841226,0.792441,0.889219,0.841224
7,4,0.74757,0.895891,0.873484,0.750946,0.900143,0.873451
7,4,0.814287,0.87145,0.900365,0.818891,0.875636,1
7,4,0.778087,0.888062,0.932623,0.782742,0.894669,0.932617
7,4,0.899321,0.720068,0.921871,0.905138,0.722442,0.921943
7,4,0.892507,0.763061,0.954129,0.897072,0.766273,0.954143
7,4,0.899657,0.685144,0.314344,0.903533,0.686083,0.31438
7,4,0.895891,0.648321,0.373484,0.901448,0.649105,0.373562
7,4,0.900001,0.697015,0.405742,0.905684,0.698441,0.405805
7,4,0.792198,0.409509,0.394989,0.795353,0.407064,0.395034
7,4,0.826337,0.462824,0.427247,0.829708,0.460908,0.427294
7,4,0.763061,0.370554,0.454129,0.765819,0.366509,0.454194
7,4,0.801258,0.422721,0.486387,0.806411,0.41941,0.486415
7,4,0.543759,0.177535,0.475634,0.543104,0.170515,0.475717
7,4,0.596924,0.212361,0.507892,0.598104,0.207586,0.507928
7,4,0.503308,0.155242,0.534774,0.503111,0.15141,0.534914
7,4,0.557163,0.185713,0.567032,0.558314,0.183782,0.567115
7,4,0.274207,0.101144,0.556279,0.272359,0.098894,0.556364
7,4,0.320746,0.100679,0.588537,0.318948,0.098315,0.588611
7,4,0.24196,0.10627,0.615419,0.23714,0.101398,0.615449
7,4,0.285488,0.100343,0.647677,0.281982,0.095555,0.647662
7,4,0.113596,0.217195,0.636925,0.106208,0.212663,0.636962
7,4,0.131056,0.181663,0.669183,0.124186,0.176328,0.669169
7,4,0.105111,0.247267,0.696064,0.098613,0.243879,0.696061
7,4,0.117311,0.207802,0.728322,0.112177,0.204561,0.728331
7,4,0.139419,0.469695,0.71757,0.135671,0.47019,0.717542
7,4,0.119375,0.416239,0.749828,0.115054,0.415658,0.749844
7,4,0.15879,0.510203,0.77671,0.153795,0.511343,0.776744
7,4,0.133775,0.456241,0.808968,0.129005,0.456235,0.80895
7,4,0.339216,0.736816,0.798215,0.335928,0.741334,0.798175
7,4,0.29134,0.691229,0.830473,0.286805,0.694979,0.830397
7,4,0.377097,0.768216,0.857355,0.375603,0.771256,0.857301
7,4,0.326937,0.725793,0.889613,0.32434,0.729756,0.889595
7,4,0.616589,0.889678,0.87886,0.618471,0.894426,0.878751
7,4,0.563979,0.873954,0.911118,0.565125,0.880191,0.910996
7,4,0.654703,0.89682,0.938,0.657866,0.904358,0.937951
7,4,0.603599,0.886404,0.970258,0.606421,0.895156,0.970248
7,4,0.83771,0.854526,0.959505,0.841631,0.858581,0.959572
7,4,0.80575,0.876252,0.991763,0.808766,0.880417,0.99182
7,4,0.888062,0.609976,0.432623,0.893232,0.609865,0.432738
7,4,0.8976,0.660784,0.464882,0.90291,0.661285,0.464987
7,4,0.876252,0.570502,0.491763,0.881438,0.569049,0.49188
7,4,0.891119,0.622903,0.524021,0.898073,0.623276,0.524089
7,4,0.731224,0.332926,0.513269,0.735242,0.327896,0.513371
7,4,0.773089,0.383411,0.545527,0.777896,0.38071,0.5456
7,4,0.697015,0.297014,0.572408,0.700623,0.293441,0.572557
7,4,0.742117,0.345297,0.604666,0.747194,0.341831,0.604791
7,4,0.462824,0.136487,0.593914,0.462198,0.135149,0.594035
7,4,0.516816,0.16229,0.626172,0.517686,0.160236,0.626189
7,4,0.422721,0.121463,0.653054,0.421544,0.118713,0.653013
7,4,0.476297,0.142333,0.685312,0.476283,0.138706,0.685223
7,4,0.212361,0.115437,0.674559,0.207658,0.110376,0.67463
7,4,0.25243,0.104109,0.706817,0.249439,0.099794,0.706823
7,4,0.185713,0.12855,0.733699,0.18166,0.124576,0.73377
7,4,0.221913,0.111938,0.765957,0.218124,0.106435,0.765978
7,4,0.100679,0.279932,0.755204,0.09557,0.277921,0.755295
7,4,0.107493,0.236939,0.787462,0.102695,0.23385,0.787492
7,4,0.100343,0.314856,0.814344,0.096467,0.313917,0.81438
7,4,0.101702,0.268776,0.846602,0.097596,0.267309,0.846642
7,4,0.181663,0.550607,0.835849,0.177149,0.552157,0.835855
7,4,0.151934,0.496692,0.868107,0.147198,0.497509,0.8681
7,4,0.207802,0.590491,0.894989,0.204647,0.592936,0.895034
7,4,0.173663,0.537176,0.927247,0.170292,0.539092,0.927294
7,4,0.416239,0.796864,0.916494,0.415585,0.802965,0.91648
7,4,0.364311,0.75804,0.948753,0.363261,0.764072,0.948791
7,4,0.456241,0.822465,0.975634,0.456896,0.829485,0.975717
7,4,0.691229,0.899889,0.99714,0.694483,0.906325,0.997215
7,4,0.860581,0.530305,0.550903,0.866748,0.528817,0.551039
7,4,0.880625,0.583761,0.583161,0.885827,0.583707,0.583251
7,4,0.84121,0.489797,0.610043,0.846734,0.48825,0.610174
7,4,0.866225,0.543759,0.642301,0.870921,0.54376,0.642347
7,4,0.660784,0.263184,0.631548,0.66399,0.258111,0.63166
7,4,0.70866,0.308771,0.663806,0.712888,0.304798,0.663855
7,4,0.622903,0.231784,0.690688,0.624499,0.22769,0.690701
7,4,0.673063,0.274207,0.722946,0.675998,0.269543,0.72297
7,4,0.383411,0.110322,0.712193,0.381587,0.104775,0.712142
7,4,0.436021,0.126046,0.744451,0.435086,0.119486,0.744349
7,4,0.345297,0.10318,0.771333,0.3425,0.096133,0.7713
7,4,0.396401,0.113596,0.803591,0.393856,0.105808,0.803614
7,4,0.16229,0.145474,0.792839,0.158664,0.142159,0.792913
7,4,0.19425,0.123748,0.825097,0.190918,0.119779,0.825134
7,4,0.142333,0.166036,0.851978,0.139151,0.164228,0.852034
7,4,0.169724,0.139419,0.884236,0.165951,0.136655,0.884271
7,4,0.104109,0.351679,0.873484,0.098552,0.350895,0.873562
7,4,0.099999,0.302985,0.905742,0.094316,0.301558,0.905805
7,4,0.111938,0.390024,0.932623,0.106768,0.390135,0.932738
7,4,0.1024,0.339216,0.964882,0.09709,0.338715,0.964987
7,4,0.236939,0.629446,0.954129,0.234181,0.633491,0.954194
7,4,0.198742,0.577279,0.986387,0.193589,0.58059,0.986415
7,4,0.899657,0.685144,0.647677,0.903576,0.686174,0.647649
7,4,0.818337,0.449393,0.669183,0.822163,0.447877,0.66929
7,4,0.848066,0.503308,0.701441,0.852458,0.502336,0.701455
7,4,0.792198,0.409509,0.728322,0.795501,0.406775,0.728369
7,4,0.826337,0.462824,0.76058,0.829798,0.460884,0.760606
7,4,0.583761,0.203136,0.749828,0.584673,0.196273,0.749844
7,4,0.635689,0.24196,0.782086,0.636947,0.235768,0.782116
7,4,0.543759,0.177535,0.808968,0.543287,0.171146,0.809067
7,4,0.596924,0.212361,0.841226,0.597942,0.208422,0.841282
7,4,0.308771,0.100111,0.830473,0.305327,0.094231,0.830546
7,4,0.357844,0.105111,0.862731,0.355712,0.100656,0.862798
7,4,0.274207,0.101144,0.889613,0.271214,0.097934,0.889689
7,4,0.320746,0.100679,0.921871,0.318275,0.097765,0.921924
7,4,0.126046,0.190025,0.911118,0.12081,0.187574,0.911189
7,4,0.148587,0.15879,0.943376,0.142561,0.154551,0.943378
7,4,0.113596,0.217195,0.970258,0.106722,0.213944,0.970293
7,4,0.123748,0.429498,0.991763,0.118562,0.430951,0.99188
7,4,0.895891,0.648321,0.706817,0.901305,0.649045,0.706798
7,4,0.900001,0.697015,0.739075,0.905481,0.698339,0.739014
7,4,0.888062,0.609976,0.765957,0.892746,0.609838,0.765984
7,4,0.8976,0.660784,0.798215,0.902377,0.661515,0.798212
7,4,0.763061,0.370554,0.787462,0.7659,0.366538,0.787488
7,4,0.801258,0.422721,0.81972,0.806215,0.419929,0.819673
7,4,0.731224,0.332926,0.846602,0.734943,0.329098,0.846648
7,4,0.773089,0.383411,0.87886,0.777838,0.382365,0.878798
7,4,0.503308,0.155242,0.868107,0.50264,0.152404,0.868238
7,4,0.557163,0.185713,0.900365,0.558208,0.185404,0.900398
7,4,0.462824,0.136487,0.927247,0.462162,0.135888,0.927302
7,4,0.516816,0.16229,0.959505,0.517546,0.161507,0.959449
7,4,0.24196,0.10627,0.948753,0.236599,0.101087,0.94879
7,4,0.285488,0.100343,0.981011,0.281778,0.095881,0.980957
7,4,0.876252,0.570502,0.825097,0.881001,0.569478,0.825117
7,4,0.891119,0.622903,0.857355,0.898517,0.624518,0.85729
7,4,0.860581,0.530305,0.884236,0.867266,0.530461,0.884247
7,4,0.880625,0.583761,0.916494,0.887297,0.585122,0.916524
7,4,0.697015,0.297014,0.905742,0.700575,0.295171,0.905774
7,4,0.742117,0.345297,0.938,0.747584,0.343104,0.937973
7,4,0.660784,0.263184,0.964882,0.663931,0.259738,0.964848
7,4,0.70866,0.308771,0.99714,0.712952,0.305918,0.997066
7,4,0.422721,0.121463,0.986387,0.421566,0.119736,0.986298
7,4,0.84121,0.489797,0.943376,0.848919,0.489316,0.943384
7,4,0.866225,0.543759,0.975634,0.872077,0.544345,0.975581
7,4,0.899657,0.685144,0.981011,0.90295,0.68606,0.980988
7,5,0.907826,0.737041,0.01176,0.915842,0.74746,0.012131
7,5,0.909353,0.717401,0.066806,0.911922,0.723306,0.067203
7,5,0.674354,0.908175,0.020934,0.680198,0.92055,0.02101
7,5,0.870708,0.836254,0.014818,0.878679,0.848078,0.015122
7,5,0.841842,0.866362,0.04387,0.848689,0.878219,0.044139
7,5,0.880131,0.822219,0.069864,0.884819,0.831011,0.070259
7,5,0.854276,0.855199,0.098916,0.858318,0.863958,0.099275
7,5,0.538374,0.872365,0.023992,0.541305,0.878918,0.024099
7,5,0.479409,0.843994,0.053044,0.481301,0.849404,0.053199
7,5,0.745093,0.906776,0.046928,0.752245,0.920828,0.047213
7,5,0.695419,0.909475,0.07598,0.70124,0.922935,0.07627
7,5,0.763594,0.903326,0.101974,0.769911,0.916346,0.102418
7,5,0.715835,0.909415,0.131026,0.721444,0.922073,0.131491
7,5,0.888291,0.807113,0.12491,0.892157,0.813558,0.125214
7,5,0.865533,0.842856,0.153962,0.870506,0.850602,0.154251
7,5,0.895161,0.790988,0.179956,0.898488,0.794958,0.18014
7,5,0.875576,0.829373,0.209008,0.878087,0.832578,0.20928
7,5,0.12687,0.459789,0.007173,0.121247,0.45999,0.007149
7,5,0.320432,0.729051,0.001057,0.32104,0.732472,0.00112
7,5,0.269421,0.677907,0.030109,0.269128,0.680363,0.0302
7,5,0.34194,0.748235,0.056103,0.342346,0.751744,0.056304
7,5,0.289309,0.698869,0.085155,0.288264,0.700806,0.085306
7,5,0.561805,0.881579,0.079038,0.564482,0.889685,0.079349
7,5,0.503012,0.856235,0.10809,0.503931,0.861743,0.108391
7,5,0.585031,0.889526,0.134084,0.587366,0.898412,0.134524
7,5,0.526605,0.867292,0.163136,0.527095,0.872637,0.16353
7,5,0.78122,0.898536,0.15702,0.787162,0.909381,0.157503
7,5,0.735533,0.907995,0.186072,0.739887,0.917192,0.18657
7,5,0.797911,0.892422,0.212066,0.801229,0.898201,0.212568
7,5,0.754449,0.905219,0.241118,0.7557,0.908515,0.241611
7,5,0.900719,0.773895,0.235002,0.903184,0.774767,0.235127
7,5,0.884371,0.814797,0.264054,0.886732,0.815354,0.264228
7,5,0.904945,0.755893,0.290048,0.910715,0.757453,0.290149
7,5,0.891889,0.799175,0.3191,0.898667,0.801943,0.319145
7,5,0.091674,0.323977,0.010231,0.081187,0.321392,0.010122
7,5,0.091241,0.272684,0.039283,0.080718,0.268961,0.039049
7,5,0.168302,0.54229,0.033167,0.166469,0.543481,0.033222
7,5,0.137225,0.48334,0.062219,0.133484,0.482995,0.062216
7,5,0.1827,0.565692,0.088213,0.17973,0.566353,0.088272
7,5,0.148786,0.506947,0.117265,0.143549,0.505799,0.117208
7,5,0.363974,0.766594,0.111148,0.363659,0.769116,0.111425
7,5,0.309897,0.719169,0.1402,0.308416,0.719977,0.14041
7,5,0.38646,0.784068,0.166194,0.385472,0.786421,0.166498
7,5,0.331116,0.738742,0.195246,0.32811,0.738411,0.195407
7,5,0.607975,0.896179,0.18913,0.60918,0.902664,0.189656
7,5,0.55011,0.877129,0.218182,0.548916,0.879669,0.218621
7,5,0.630559,0.901516,0.244176,0.629968,0.904614,0.244717
7,5,0.573449,0.885713,0.273228,0.570797,0.886193,0.27366
7,5,0.813613,0.885005,0.267112,0.813991,0.885158,0.267499
7,5,0.77252,0.901097,0.296164,0.772857,0.901209,0.296532
7,5,0.828273,0.876309,0.322158,0.831642,0.877558,0.322334
7,5,0.789686,0.895643,0.35121,0.792666,0.896921,0.351338
7,5,0.907826,0.737041,0.345093,0.918035,0.740749,0.345094
7,5,0.898105,0.782559,0.374145,0.908876,0.78724,0.374082
7,5,0.909353,0.717401,0.400139,0.921212,0.721164,0.400051
7,5,0.902999,0.765004,0.429191,0.914129,0.768883,0.429031
7,5,0.164804,0.12851,0.016347,0.16042,0.127944,0.015952
7,5,0.124424,0.170627,0.042341,0.117575,0.168159,0.042053
7,5,0.151796,0.13907,0.071393,0.146236,0.136611,0.071017
7,5,0.094225,0.345578,0.065277,0.084528,0.34274,0.065156
7,5,0.090394,0.292694,0.094329,0.078994,0.287941,0.094093
7,5,0.098123,0.367692,0.120323,0.087614,0.364125,0.120157
7,5,0.090908,0.313391,0.149375,0.078946,0.307512,0.149065
7,5,0.198151,0.588877,0.143259,0.195483,0.587964,0.143321
7,5,0.161514,0.530531,0.172311,0.157022,0.527503,0.172237
7,5,0.214605,0.611766,0.198304,0.210116,0.609651,0.198338
7,5,0.175366,0.554014,0.227356,0.16738,0.550203,0.227272
7,5,0.409322,0.800598,0.22124,0.406815,0.800158,0.22154
7,5,0.352896,0.757521,0.250292,0.348028,0.75524,0.250459
7,5,0.432486,0.81613,0.276286,0.428331,0.813944,0.276572
7,5,0.375165,0.775445,0.305338,0.369695,0.77129,0.305515
7,5,0.652711,0.905519,0.299222,0.65163,0.906393,0.299626
7,5,0.596543,0.893016,0.328274,0.594312,0.892823,0.328579
7,5,0.674354,0.908175,0.354268,0.67392,0.907224,0.354453
7,5,0.619317,0.899013,0.38332,0.61708,0.895963,0.383367
7,5,0.841842,0.866362,0.377204,0.848839,0.869642,0.377141
7,5,0.805889,0.888875,0.406255,0.809989,0.889645,0.406119
7,5,0.854276,0.855199,0.432249,0.859968,0.856003,0.432057
7,5,0.821076,0.880815,0.461301,0.824707,0.880071,0.461006
7,5,0.906555,0.746569,0.484237,0.917621,0.750001,0.484026
7,5,0.908759,0.727316,0.539283,0.919282,0.731039,0.539049
7,5,0.532372,0.162557,0.025522,0.534175,0.166523,0.025256
7,5,0.264467,0.092005,0.019405,0.262973,0.09387,0.019014
7,5,0.315036,0.091005,0.048457,0.313679,0.091732,0.047999
